ID,prediction1
1,2 - Medium
2,2 - Medium
3,2 - Medium
4,2 - Medium
5,2 - Medium
6,3 - Low
7,3 - Low
8,2 - Medium
9,2 - Medium
10,2 - Medium
11,2 - Medium
12,2 - Medium
13,2 - Medium
14,2 - Medium
15,2 - Medium
16,2 - Medium
17,2 - Medium
18,2 - Medium
19,2 - Medium
20,2 - Medium
21,2 - Medium
22,2 - Medium
23,2 - Medium
24,2 - Medium
25,2 - Medium
26,2 - Medium
27,2 - Medium
28,2 - Medium
29,2 - Medium
30,2 - Medium
31,2 - Medium
32,2 - Medium
33,2 - Medium
34,2 - Medium
35,2 - Medium
36,2 - Medium
37,2 - Medium
38,2 - Medium
39,2 - Medium
40,2 - Medium
41,2 - Medium
42,3 - Low
43,3 - Low
44,2 - Medium
45,2 - Medium
46,2 - Medium
47,2 - Medium
48,2 - Medium
49,2 - Medium
50,2 - Medium
51,2 - Medium
52,2 - Medium
53,3 - Low
54,3 - Low
55,3 - Low
56,2 - Medium
57,2 - Medium
58,2 - Medium
59,2 - Medium
60,2 - Medium
61,2 - Medium
62,2 - Medium
63,2 - Medium
64,2 - Medium
65,3 - Low
66,2 - Medium
67,2 - Medium
68,2 - Medium
69,2 - Medium
70,2 - Medium
71,2 - Medium
72,2 - Medium
73,2 - Medium
74,2 - Medium
75,2 - Medium
76,2 - Medium
77,2 - Medium
78,2 - Medium
79,2 - Medium
80,2 - Medium
81,2 - Medium
82,2 - Medium
83,2 - Medium
84,2 - Medium
85,2 - Medium
86,2 - Medium
87,2 - Medium
88,2 - Medium
89,2 - Medium
90,2 - Medium
91,3 - Low
92,2 - Medium
93,2 - Medium
94,2 - Medium
95,2 - Medium
96,2 - Medium
97,2 - Medium
98,2 - Medium
99,2 - Medium
100,2 - Medium
101,2 - Medium
102,2 - Medium
103,2 - Medium
104,2 - Medium
105,2 - Medium
106,2 - Medium
107,2 - Medium
108,2 - Medium
109,2 - Medium
110,2 - Medium
111,2 - Medium
112,2 - Medium
113,2 - Medium
114,3 - Low
115,3 - Low
116,3 - Low
117,3 - Low
118,2 - Medium
119,2 - Medium
120,2 - Medium
121,2 - Medium
122,2 - Medium
123,2 - Medium
124,2 - Medium
125,3 - Low
126,3 - Low
127,3 - Low
128,3 - Low
129,3 - Low
130,3 - Low
131,3 - Low
132,3 - Low
133,2 - Medium
134,2 - Medium
135,2 - Medium
136,2 - Medium
137,2 - Medium
138,2 - Medium
139,2 - Medium
140,2 - Medium
141,2 - Medium
142,2 - Medium
143,2 - Medium
144,2 - Medium
145,2 - Medium
146,2 - Medium
147,2 - Medium
148,2 - Medium
149,2 - Medium
150,2 - Medium
151,2 - Medium
152,2 - Medium
153,2 - Medium
154,2 - Medium
155,2 - Medium
156,2 - Medium
157,2 - Medium
158,2 - Medium
159,2 - Medium
160,2 - Medium
161,2 - Medium
162,2 - Medium
163,2 - Medium
164,2 - Medium
165,2 - Medium
166,2 - Medium
167,2 - Medium
168,2 - Medium
169,2 - Medium
170,2 - Medium
171,2 - Medium
172,2 - Medium
173,3 - Low
174,3 - Low
175,3 - Low
176,3 - Low
177,3 - Low
178,2 - Medium
179,2 - Medium
180,2 - Medium
181,2 - Medium
182,2 - Medium
183,2 - Medium
184,2 - Medium
185,2 - Medium
186,2 - Medium
187,2 - Medium
188,2 - Medium
189,2 - Medium
190,2 - Medium
191,2 - Medium
192,2 - Medium
193,2 - Medium
194,2 - Medium
195,2 - Medium
196,2 - Medium
197,2 - Medium
198,2 - Medium
199,2 - Medium
200,2 - Medium
201,2 - Medium
202,2 - Medium
203,3 - Low
204,3 - Low
205,3 - Low
206,2 - Medium
207,2 - Medium
208,2 - Medium
209,2 - Medium
210,2 - Medium
211,2 - Medium
212,2 - Medium
213,2 - Medium
214,2 - Medium
215,2 - Medium
216,2 - Medium
217,2 - Medium
218,2 - Medium
219,3 - Low
220,3 - Low
221,3 - Low
222,3 - Low
223,3 - Low
224,3 - Low
225,2 - Medium
226,2 - Medium
227,2 - Medium
228,2 - Medium
229,2 - Medium
230,2 - Medium
231,2 - Medium
232,2 - Medium
233,2 - Medium
234,2 - Medium
235,2 - Medium
236,2 - Medium
237,2 - Medium
238,3 - Low
239,2 - Medium
240,2 - Medium
241,2 - Medium
242,2 - Medium
243,2 - Medium
244,2 - Medium
245,2 - Medium
246,2 - Medium
247,2 - Medium
248,2 - Medium
249,2 - Medium
250,2 - Medium
251,2 - Medium
252,2 - Medium
253,3 - Low
254,3 - Low
255,3 - Low
256,2 - Medium
257,2 - Medium
258,2 - Medium
259,2 - Medium
260,2 - Medium
261,2 - Medium
262,2 - Medium
263,2 - Medium
264,2 - Medium
265,3 - Low
266,3 - Low
267,3 - Low
268,2 - Medium
269,2 - Medium
270,3 - Low
271,3 - Low
272,3 - Low
273,3 - Low
274,3 - Low
275,2 - Medium
276,2 - Medium
277,2 - Medium
278,3 - Low
279,2 - Medium
280,2 - Medium
281,2 - Medium
282,2 - Medium
283,3 - Low
284,2 - Medium
285,2 - Medium
286,2 - Medium
287,2 - Medium
288,3 - Low
289,3 - Low
290,3 - Low
291,2 - Medium
292,3 - Low
293,2 - Medium
294,3 - Low
295,3 - Low
296,3 - Low
297,3 - Low
298,2 - Medium
299,2 - Medium
300,2 - Medium
301,2 - Medium
302,2 - Medium
303,2 - Medium
304,2 - Medium
305,2 - Medium
306,2 - Medium
307,3 - Low
308,2 - Medium
309,2 - Medium
310,2 - Medium
311,2 - Medium
312,2 - Medium
313,2 - Medium
314,3 - Low
315,2 - Medium
316,2 - Medium
317,2 - Medium
318,2 - Medium
319,2 - Medium
320,2 - Medium
321,2 - Medium
322,2 - Medium
323,2 - Medium
324,2 - Medium
325,3 - Low
326,3 - Low
327,3 - Low
328,2 - Medium
329,2 - Medium
330,2 - Medium
331,2 - Medium
332,3 - Low
333,3 - Low
334,2 - Medium
335,2 - Medium
336,2 - Medium
337,3 - Low
338,2 - Medium
339,2 - Medium
340,2 - Medium
341,2 - Medium
342,2 - Medium
343,2 - Medium
344,2 - Medium
345,3 - Low
346,3 - Low
347,3 - Low
348,3 - Low
349,2 - Medium
350,2 - Medium
351,2 - Medium
352,2 - Medium
353,2 - Medium
354,2 - Medium
355,2 - Medium
356,2 - Medium
357,2 - Medium
358,2 - Medium
359,2 - Medium
360,2 - Medium
361,2 - Medium
362,2 - Medium
363,2 - Medium
364,2 - Medium
365,2 - Medium
366,2 - Medium
367,2 - Medium
368,2 - Medium
369,2 - Medium
370,2 - Medium
371,2 - Medium
372,2 - Medium
373,2 - Medium
374,2 - Medium
375,2 - Medium
376,2 - Medium
377,2 - Medium
378,2 - Medium
379,2 - Medium
380,2 - Medium
381,2 - Medium
382,2 - Medium
383,3 - Low
384,3 - Low
385,3 - Low
386,3 - Low
387,2 - Medium
388,2 - Medium
389,2 - Medium
390,2 - Medium
391,2 - Medium
392,2 - Medium
393,2 - Medium
394,2 - Medium
395,3 - Low
396,3 - Low
397,3 - Low
398,3 - Low
399,3 - Low
400,3 - Low
401,2 - Medium
402,2 - Medium
403,2 - Medium
404,2 - Medium
405,2 - Medium
406,2 - Medium
407,2 - Medium
408,2 - Medium
409,2 - Medium
410,2 - Medium
411,2 - Medium
412,2 - Medium
413,2 - Medium
414,2 - Medium
415,2 - Medium
416,2 - Medium
417,2 - Medium
418,2 - Medium
419,2 - Medium
420,2 - Medium
421,2 - Medium
422,2 - Medium
423,2 - Medium
424,2 - Medium
425,2 - Medium
426,2 - Medium
427,2 - Medium
428,2 - Medium
429,2 - Medium
430,3 - Low
431,3 - Low
432,2 - Medium
433,2 - Medium
434,2 - Medium
435,3 - Low
436,2 - Medium
437,2 - Medium
438,2 - Medium
439,2 - Medium
440,2 - Medium
441,3 - Low
442,2 - Medium
443,2 - Medium
444,2 - Medium
445,2 - Medium
446,2 - Medium
447,3 - Low
448,3 - Low
449,3 - Low
450,3 - Low
451,2 - Medium
452,2 - Medium
453,2 - Medium
454,2 - Medium
455,2 - Medium
456,2 - Medium
457,2 - Medium
458,2 - Medium
459,2 - Medium
460,2 - Medium
461,2 - Medium
462,2 - Medium
463,3 - Low
464,2 - Medium
465,3 - Low
466,3 - Low
467,2 - Medium
468,2 - Medium
469,2 - Medium
470,2 - Medium
471,2 - Medium
472,2 - Medium
473,2 - Medium
474,2 - Medium
475,2 - Medium
476,2 - Medium
477,3 - Low
478,3 - Low
479,3 - Low
480,3 - Low
481,2 - Medium
482,2 - Medium
483,2 - Medium
484,2 - Medium
485,2 - Medium
486,3 - Low
487,3 - Low
488,2 - Medium
489,2 - Medium
490,2 - Medium
491,2 - Medium
492,2 - Medium
493,2 - Medium
494,3 - Low
495,3 - Low
496,2 - Medium
497,2 - Medium
498,3 - Low
499,2 - Medium
500,2 - Medium
501,2 - Medium
502,2 - Medium
503,2 - Medium
504,2 - Medium
505,2 - Medium
506,2 - Medium
507,2 - Medium
508,2 - Medium
509,2 - Medium
510,2 - Medium
511,2 - Medium
512,2 - Medium
513,2 - Medium
514,2 - Medium
515,2 - Medium
516,2 - Medium
517,2 - Medium
518,2 - Medium
519,2 - Medium
520,2 - Medium
521,2 - Medium
522,2 - Medium
523,2 - Medium
524,2 - Medium
525,2 - Medium
526,3 - Low
527,2 - Medium
528,2 - Medium
529,2 - Medium
530,3 - Low
531,3 - Low
532,3 - Low
533,2 - Medium
534,2 - Medium
535,2 - Medium
536,2 - Medium
537,3 - Low
538,3 - Low
539,3 - Low
540,3 - Low
541,3 - Low
542,2 - Medium
543,2 - Medium
544,2 - Medium
545,2 - Medium
546,2 - Medium
547,2 - Medium
548,3 - Low
549,3 - Low
550,3 - Low
551,2 - Medium
552,2 - Medium
553,2 - Medium
554,2 - Medium
555,2 - Medium
556,2 - Medium
557,2 - Medium
558,2 - Medium
559,2 - Medium
560,2 - Medium
561,2 - Medium
562,2 - Medium
563,2 - Medium
564,2 - Medium
565,3 - Low
566,3 - Low
567,2 - Medium
568,2 - Medium
569,2 - Medium
570,2 - Medium
571,2 - Medium
572,3 - Low
573,3 - Low
574,2 - Medium
575,2 - Medium
576,2 - Medium
577,2 - Medium
578,2 - Medium
579,2 - Medium
580,2 - Medium
581,2 - Medium
582,2 - Medium
583,2 - Medium
584,2 - Medium
585,2 - Medium
586,2 - Medium
587,2 - Medium
588,2 - Medium
589,2 - Medium
590,2 - Medium
591,2 - Medium
592,2 - Medium
593,2 - Medium
594,2 - Medium
595,2 - Medium
596,3 - Low
597,3 - Low
598,3 - Low
599,2 - Medium
600,2 - Medium
601,3 - Low
602,3 - Low
603,2 - Medium
604,2 - Medium
605,3 - Low
606,3 - Low
607,3 - Low
608,3 - Low
609,2 - Medium
610,2 - Medium
611,2 - Medium
612,2 - Medium
613,2 - Medium
614,2 - Medium
